,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price
0,1.2638834128681882e-05,0.03599667948042308,0.004619573866654295,0.0,0.001075900753359312,0.013148787087987876,0.13038797234019917,0.0081792455041628,0.0019998155266901714,0.5919453959002907,0.03059717755835962,0.7937267825433288,0.009959081322917054,24.0
1,5.785298888267446e-05,0.0,0.014976954646668195,0.0,0.0009935207537888802,0.013602125288013647,0.1671402717994513,0.010522210951268119,0.004236762276285204,0.5126482354305096,0.03770718425893831,0.8407854737287986,0.01936200360262338,21.6
2,5.857299465383993e-05,0.0,0.015174462154732444,0.0,0.0010066227369971027,0.015421288625424695,0.1311399770373624,0.010660971848482534,0.004292634272908753,0.5194087470219592,0.0382044450288879,0.8431377607133728,0.008649658059911138,34.7
3,7.104897151892461e-05,0.0,0.004784885941033538,0.0,0.0010052650279786057,0.015359922851079223,0.10052650279786057,0.013305933739327301,0.0065847054234406495,0.4872682013346081,0.04104466380611338,0.8661741004174611,0.006453011314971837,33.4
4,0.00015059659562812453,0.0,0.004754534083552664,0.0,0.0009988883533335413,0.015587456465665547,0.11820905840759377,0.013221530514363743,0.0065429368122284365,0.4841773241049043,0.04078430612955725,0.8656305402578222,0.011624617736392524,36.2
5,6.536735948270455e-05,0.0,0.004773897610462175,0.0,0.0010029564704548974,0.014080808089574213,0.12854485767620627,0.01327537710740541,0.0065695838676084976,0.4861492062030288,0.04095040610809297,0.8630681313006203,0.011409177316746757,28.7
6,0.00017370231438968263,0.02459258047197908,0.01548348866515803,0.0,0.001030920973385363,0.011828047503803058,0.13102926875470453,0.010939763497155175,0.009837032188791632,0.6118634021428395,0.029904577853926563,0.778305986777194,0.024454862021336,22.9
7,0.0002811168676287796,0.02430965648813383,0.01530535972492906,0.0,0.0010190607999825702,0.01200313598758096,0.1868926390807729,0.011572368874611228,0.009723862595253532,0.6048242534247698,0.029560542289570738,0.7718802128112253,0.03724239373982103,27.1
8,0.0004161665276689189,0.02462640407054292,0.015504784002813823,0.0,0.0010323388586371593,0.011093702505698175,0.19701123256434336,0.011982420175795927,0.009850561628217168,0.6127049332751079,0.02994570734978019,0.7617045284635208,0.05896546190650797,16.5
9,0.0003370660300938632,0.024778436698266817,0.015600503745228788,0.0,0.0010387120663913451,0.011901578714911517,0.1702774169904896,0.013067354604691576,0.009911374679306728,0.6164875050528784,0.03013057902509245,0.7665655404469408,0.03389690140322901,18.9
10,0.0004404875764321018,0.02448350173596546,0.015414812692963853,0.0,0.001026348392771672,0.012490503245620139,0.18470353709612342,0.012431155237412159,0.009793400694386183,0.6091495231908206,0.029771938110933996,0.7688211281120929,0.04005500884003949,15.0
11,0.000229563013361536,0.024427834059923385,0.015379764324127762,0.0,0.0010240148037919882,0.01174294838928637,0.1620053954854119,0.012168383547273995,0.009771133623969353,0.6077645114108938,0.029704246216866834,0.7756325870706873,0.025932588638014665,18.9
12,0.00018699316396525776,0.02492444603930179,0.015692431226344408,0.0,0.001044832777967531,0.01174240501803586,0.07776427164262158,0.010868853033250409,0.009969778415720715,0.6201202174578285,,0.7786396942677879,0.031325043782194494,21.7
13,0.0012440710696253333,0.0,0.01608031393983456,0.0,0.0010628020761217437,0.011752062362171474,0.12208395595599211,0.009299518166065257,0.007901874171908874,0.6064688426940061,0.041484839402521595,0.7840634647076581,0.016317370164991827,20.4
14,0.0012849704536558547,0.0,0.016395478545298544,0.0,0.001083632365770346,0.01227848122999262,0.17019876376876253,0.008987098982956705,0.008056746213905917,0.6183552719172792,0.04229791762300607,0.7654311740521317,0.02066555403866868,18.2
15,0.0012433773214394564,0.0,0.01613205724751299,0.0,0.0010662219654990158,0.01156196830245587,0.11197312462954348,0.008915438910769279,0.007927300858728743,0.608420340907431,0.0416183295083259,0.7840496914325663,0.016786059568358113,19.9
16,0.0021275941923455965,0.0,0.016432416503651244,0.0,0.0010860737197744925,0.011981129232084782,0.059148624515599685,0.009081433523750059,0.008074897544791767,0.6197483865627681,0.04239321211015677,0.7809435288006737,0.013283206461182456,23.1
17,0.0015643602957441688,0.0,0.016238067849218992,0.0,0.0010732285630073487,0.011949143294449849,0.1629791330812275,0.008493865982210018,0.007979394520500734,0.6124185294484312,0.04189182123262885,0.7715077077009146,0.029264429403936438,17.5
18,0.0018930112233123636,0.0,0.01919636152254568,0.0,0.001268752149770218,0.012866750425922509,0.08631287859031594,0.008953192447216788,0.009433101485280431,0.7239905389952731,0.04952378279772226,0.6815179995577979,0.02756823909073206,20.2
19,0.0014440538031972642,0.0,0.016195367812104892,0.0,0.001070406373822166,0.011394455953307705,0.13827740330974078,0.007553527505977422,0.007958411701280045,0.6108080980732434,0.041781661431720234,0.7778352636538584,0.022442720997609727,18.2
20,0.002520320214361827,0.0,0.01638885639356863,0.0,0.001083194685471735,0.011214487728768706,0.19751189339177913,0.007646589397682345,0.008053492085291708,0.6181055175461386,0.04228083344778147,0.7581758786395747,0.042321100908207926,13.6
21,0.0016805402890629636,0.0,0.01605511238084189,0.0,0.0010611364202571176,0.011765202131661164,0.17593562952961875,0.007913750295534632,0.007889490113435817,0.605518366206199,0.041419823095538044,0.7742153885567403,0.02727791206720434,19.6
22,0.0024118992380233097,0.0,0.01592968575097953,0.0,0.0010528465520917676,0.0120196719757391,0.17945358517995366,0.007782649540917751,0.007827855405886746,0.6007879024018078,0.04109624088090542,0.7767189526491124,0.03663436329954997,15.2
23,0.0019351943990529603,0.0,0.015936872017533965,0.0,0.0010533215166379942,0.011380962781071858,0.19578466852007326,0.00801777374523404,0.00783138674080293,0.6010589323566249,0.041114780389215386,0.7724488311790971,0.038921992101790565,14.5
24,0.0014729560897678406,0.0,0.015980943367246318,0.0,0.0010562343404887614,0.011630357310511938,0.1847428465427369,0.00863756246173672,0.007853043423708263,0.6027210827696092,0.04122847797446838,0.7741726533177199,0.03200115195161118,15.6
25,0.001905867750980535,0.0,0.018456900912486685,0.0,0.0012198787089579652,0.012695354816832058,0.19431896906635243,0.01010050501287017,0.009069730178126135,0.6961017911711808,0.04761608343516221,0.687984382661758,0.03743531131021562,13.9
26,0.001356796938603124,0.0,0.016437211948370212,0.0,0.0010863906668578838,0.011738269417183788,0.18234400969752212,0.009454425840573629,0.00807725402868315,0.6199292467014318,0.04240558365058654,0.7610388745825265,0.02990603304119937,16.6
27,0.002154019952871843,0.0,0.018345127401337983,0.0,0.001212491221366073,0.013628130884016066,0.2001286625600507,0.01003663272347894,0.009014804619822105,0.6918862545713466,0.04732772425406605,0.6904889598552741,0.0389439559576315,14.8
28,0.001532528810496636,0.0,0.01613835174768447,0.0,0.0010666379902032242,0.01287697722373595,0.1871572979092646,0.008831881514792384,0.007930393979206127,0.6086577379040703,0.04163456839083217,0.7691292600733062,0.025377260733459608,18.4
29,0.002016321628226451,0.0,0.016372744828932428,0.0,0.0010821298179318976,0.013424041644753689,0.17559467119972982,0.008526297952069356,0.008045574854512249,0.6174978700838152,0.04223926798618931,0.7647922317327982,0.024096496689264186,21.0
30,0.0023380997389054747,0.0,0.01683053021700424,0.0,0.0011123863951779216,0.011812385642474842,0.19456423752089666,0.008752289239383163,0.008270530819166701,0.6347632403710444,0.04342028680062519,0.7446992712848178,0.04672849912829187,12.7
31,0.002726262678993237,0.0,0.016381081114182232,0.0,0.0010826807910847716,0.012219401047335935,0.20124178272951146,0.008401844428957103,0.008049671309180459,0.6178122729796002,0.042260774373197404,0.7581381680768885,0.02624192846792829,14.5
32,0.003509454676263842,0.0,0.020581532334373934,0.0,0.001360302751338228,0.015044240465543599,0.20733238960917227,0.010088490665129237,0.010113775102886453,0.7762322391465353,,0.5881160222328472,0.0700631770252459,13.2
33,0.0023865124144271757,0.0,0.016867130078002647,0.0,0.0011148054031898556,0.011813207441608487,0.1968522552101046,0.007847566957175875,0.00828851600884651,0.6361436036789696,0.043514709046444174,0.7434177221234656,0.03802356719058336,13.1
